Country or Area,Year,Exports of goods and services,Final consumption expenditure,General government final consumption expenditure,Gross capital formation,Gross Domestic Product (GDP),Gross fixed capital formation (including Acquisitions less disposals of valuables),Household consumption expenditure (including Non-profit institutions serving households),Imports of goods and services
Anguilla,1995,56797316.3,87719217.04,15508385.93,28413306.3,103736474.4,28413306.3,72210831.11,74814814.81
Anguilla,1996,58994081.85,95468752.59,16393458.15,30205577.78,109541315.9,30205577.78,79075294.44,80451851.85
Anguilla,1997,67621850.37,100793717.8,19162034.07,29160692.59,122672905.6,29160692.59,81631683.7,83222222.22
Anguilla,1998,82958459.26,104862676.3,15495305.93,43654167.41,138637504.8,43654167.41,89367370.37,101203703.7
Anguilla,1999,71715317.41,132935618.1,18526351.85,60416979.63,147301063.3,60416979.63,114409266.3,119159259.3
Anguilla,2000,69362962.96,143288888.9,21751851.85,61455555.56,149959259.3,61455555.56,121537037,124148148.1
Anguilla,2001,73974074.07,139766666.7,25388888.89,48792592.59,154922222.2,48792592.59,114377777.8,107611111.1
Anguilla,2002,69922222.22,150662963,25288888.89,37151851.85,157444444.4,37151851.85,125374074.1,100296296.3
Anguilla,2003,76962962.96,161014814.8,26725925.93,42911111.11,169777777.8,42911111.11,134288888.9,111107407.4
Anguilla,2004,83918518.52,187774074.1,21044444.44,66222222.22,201174074.1,66222222.22,166729629.6,136740740.7
Anguilla,2005,113575161.9,205884723,27803703.7,80225925.93,229114450.4,80225925.93,178081019.3,170571360.4
Anguilla,2006,136122921.9,323709601.9,31837037.04,113096296.3,284263748.1,113096296.3,291872564.8,288665071.9
Anguilla,2007,143517660.7,348351594.4,38166666.67,184540740.7,355278072.2,184540740.7,310184927.8,321131923.7
Anguilla,2008,135895214.8,340792768.5,42459259.26,203555555.6,354325896.7,203555555.6,298333509.3,325917642.2
Anguilla,2009,134440807.8,282694030,45355555.56,84033333.33,282504032.2,84033333.33,237338474.4,218664138.9
Anguilla,2010,127524795.9,262386743.3,47816932.96,64657872.96,267930744.1,64657872.96,214569810.4,186638668.1
Anguilla,2011,137158342.2,287400459.6,46552004.44,52043540.37,292415832.2,52043540.37,240848455.2,184186510
Anguilla,2012,137888085.2,269964018.5,46552004.44,57620561.11,280111741.1,57620561.11,223412014.1,184844487.4
Anguilla,2013,145672206.3,268018781.1,44752354.44,54892430.74,281800591.5,54892430.74,223266426.7,186591703.7
Anguilla,2014,144499488.5,294189375.6,46034050.74,76790612.96,311310068.1,76790612.96,248155324.8,204136311.1
Anguilla,2015,144398693,300251793,49276989.63,82529437.04,330534858.5,82529437.04,250974803.3,207433309.6
Anguilla,2016,147381908.9,314038530,50262529.63,97846901.11,317126204.4,97846901.11,263776000.4,216974194.8
Anguilla,2017,128015194.8,266538222.6,42689648.89,75443755.93,281193109.6,75443755.93,223848573.7,184414924.8
Anguilla,2018,132524950.7,278020706.7,44868908.89,80726847.78,293010293,80726847.78,233151797.8,192174472.6
Antigua and Barbuda,1970,19544863.99,32159181.98,5117559.497,5192741.997,33865822.98,5192741.997,27041622.49,22413758.99
Antigua and Barbuda,1971,23952050.79,39129889.08,6225357.104,6459934.246,41156057.11,6459934.246,32904531.98,27751877.92
Antigua and Barbuda,1972,31582801.8,54383419.2,8595760.07,8508830.439,56405489.25,8508830.439,45787659.65,36697265.84
Antigua and Barbuda,1973,43473019.98,76274119.94,11763822.84,11317308.75,78360329.04,11317308.75,64510297.1,50143005.03
Antigua and Barbuda,1974,49351948.95,76529546.46,12549476.08,12934222.59,83529500.26,12934222.59,63980070.87,54596914.38
Antigua and Barbuda,1975,51088603.98,80593512.25,12944438.63,13630640.06,85416591.39,13630640.06,67649073.62,59002984.1
Antigua and Barbuda,1976,43044603.39,67918224.65,10792797.57,12432786.41,71000876.92,12432786.41,57125427.08,52302821.17
Antigua and Barbuda,1977,36341514.07,83334330,12773560.74,9722840.37,80823635.19,9722840.37,70560769.26,43001587.78
Antigua and Barbuda,1978,48412697.78,93288296.67,12699511.11,10276172.59,91503578.15,10276172.59,80588785.56,53660491.85
Antigua and Barbuda,1979,86886930,71024125.93,16994389.26,23319007.41,112682447.8,23319007.41,54029736.3,81382792.22
Antigua and Barbuda,1980,85308718.89,145234990,21252242.96,24636465.19,134449619.6,24636465.19,123982747,117842648.9
Antigua and Barbuda,1981,98403607.04,155418115.9,23473731.85,38443425.56,152098677.8,38443425.56,131944384.4,146937340
Antigua and Barbuda,1982,93541010,149102349.6,26213568.15,38706917.04,168525877.8,38706917.04,122888781.9,122051314.8
Antigua and Barbuda,1983,115294733.3,167550321.9,30804644.81,22291390,187261031.9,22291390,136745677,113999953.7
Antigua and Barbuda,1984,147285503,230763514.1,32026463.7,29142171.85,211924459.3,29142171.85,198737050.4,183442943.3
Antigua and Barbuda,1985,174669601.5,271442175.9,36543491.11,39945327.78,244778859.6,39945327.78,234898685.2,231293646.3
Antigua and Barbuda,1986,205892592.6,316906807.4,44874074.07,61103703.7,290440740.7,61103703.7,272032733.3,293462963
Antigua and Barbuda,1987,226985185.2,324941528.5,47429629.63,88392592.59,337174074.1,88392592.59,277511898.9,303144444.4
Antigua and Barbuda,1988,265525925.9,301034024.1,65566666.67,115877777.8,398637037,115877777.8,235467357.4,283800000
Antigua and Barbuda,1989,290937037,351142936.7,70996296.3,135625925.9,438796296.3,135625925.9,280146640.4,338911111.1
Antigua and Barbuda,1990,345300000,332661651.5,70292592.59,122066666.7,459470370.4,122066666.7,262369058.9,340559259.3
Antigua and Barbuda,1991,369862963,337421157,71800000,132292592.6,481707407.4,132292592.6,265621157,357870370.4
Antigua and Barbuda,1992,407370370.4,352147810.7,77488888.89,126218518.5,499281481.5,126218518.5,274658921.9,386455555.6
Antigua and Barbuda,1993,439166666.7,374591285.9,85244444.44,119914814.8,535174074.1,119914814.8,289346841.5,398500000
Antigua and Barbuda,1994,436459259.3,446437017,95618518.52,128459259.3,589429629.6,128459259.3,350818498.5,421925925.9
Antigua and Barbuda,1995,401607407.4,474339985.9,105462963,140259259.3,577281481.5,140259259.3,368877023,438925925.9
Antigua and Barbuda,1996,402522222.2,538352869.3,113959259.3,160222222.2,633729629.6,160222222.2,424393610,467366666.7
Antigua and Barbuda,1997,443288888.9,539113418.9,117811111.1,176503703.7,680618518.5,176503703.7,421302307.8,478288888.9
Antigua and Barbuda,1998,465900000,550675392.6,135133333.3,201207407.4,727859259.3,201207407.4,415542059.3,489922222.2
Antigua and Barbuda,1999,472832108.5,601041086.7,146822222.2,221648148.1,766200000,221648148.1,454218864.4,529322433.3
Antigua and Barbuda,2000,466862963,617470570,142937037,239533333.3,826370370.4,239533333.3,474533533,498462963
Antigua and Barbuda,2001,445333333.3,673156323,155888888.9,164059259.3,800481481.5,164059259.3,517267434.1,486574074.1
Antigua and Barbuda,2002,427866666.7,676083567.4,179181481.5,180248148.1,814381481.5,180248148.1,496902085.9,474440740.7
Antigua and Barbuda,2003,462637037,723700428.9,158644444.4,198629629.6,856396296.3,198629629.6,565055984.4,534751851.9
Antigua and Barbuda,2004,533974074.1,755854401.5,168518518.5,216218518.5,919729629.6,216218518.5,587335883,592337037
Antigua and Barbuda,2005,545270370.4,877181481.5,168414814.8,275248148.1,1022962963,275248148.1,708766666.7,682722222.2
Antigua and Barbuda,2006,548170370.4,1000392593,173862963,418874074.1,1157662963,418874074.1,826529629.6,818414814.8
Antigua and Barbuda,2007,581288888.9,1163274074,201025925.9,490196296.3,1312759259,490196296.3,962248148.1,932370370.4
Antigua and Barbuda,2008,625370370.4,1173840741,243370370.4,512733333.3,1370070370,512733333.3,930470370.4,952207407.4
Antigua and Barbuda,2009,561622222.2,899600000,239885185.2,462974074.1,1228329630,462974074.1,659714814.8,706477777.8
Antigua and Barbuda,2010,523833333.3,980055555.6,205174074.1,322981481.5,1148700000,322981481.5,774881481.5,678929629.6
Antigua and Barbuda,2011,537755555.6,1009533333,199596296.3,235944444.4,1137637037,235944444.4,809937037,641366666.7
Antigua and Barbuda,2012,543277777.8,1109362963,210996296.3,265388888.9,1199948148,265388888.9,898366666.7,701981481.5
Antigua and Barbuda,2013,545566666.7,1090788889,202874074.1,280314814.8,1181448148,280314814.8,887914814.8,720788888.9
Antigua and Barbuda,2014,590892592.6,1113081481,208918518.5,312811111.1,1249733333,312811111.1,904162963,742455555.6
Antigua and Barbuda,2015,584612473,1126546604,216920183,326851454.4,1336692593,326851454.4,909626421.1,684565360.7
Antigua and Barbuda,2016,599993836.3,1288509231,224255391.1,356818101.9,1436585185,356818101.9,1064253840,741626685.2
Antigua and Barbuda,2017,569620503.7,1461278634,233521481.5,366234762.6,1467977778,366234762.6,1227757153,779785590.7
Antigua and Barbuda,2018,662452002.2,1567798621,263178144.8,409011401.9,1610574074,409011401.9,1304620477,895755867.8
Argentina,1970,2126505495,26080615391,2921406594,7335032969,33984527481,6810461540,23159208797,2010725275
Argentina,1971,2279911538,31175893851,3505565795,9087578329,40656247705,8027128642,27670328056,2336970144
Argentina,1972,2551854472,29245016336,3024676957,8394427354,38310473360,7522290520,26220213292,2360329845
Argentina,1973,2952690347,32841198427,4193139843,8446795475,43140638007,7415377946,28648058584,2129476934
Argentina,1974,3061263528,37433423912,5472161416,9692982110,48535089983,8823653923,31961330434,2685976805
Argentina,1975,2765184295,36948972982,5640094416,13893980511,51660399832,12640508679,31308878565,2761248825
Argentina,1976,4589665925,36550810054,4446986563,15074701704,54697568025,13879827706,32103823491,2874911826
Argentina,1977,5450474655,41968691543,4828155704,17040836454,61654971665,15819172083,37140535839,4022289174
Argentina,1978,5038467170,44750791371,6167983458,15482073980,63751360874,14684750948,38582807913,3246852588
Argentina,1979,4414496747,55552027070,7063194796,16986983484,73916333539,15856872317,48488832274,4167284930
Argentina,1980,3812134058,63077063538,8960480054,18923119061,81764380492,17134953086,54116583484,4853593363
Argentina,1981,5392699745,66666728044,9426773584,17588979981,84652844827,15927275990,57239954459,5716679768
Argentina,1982,7285004323,66711820614,9387437457,17341397777,87041466885,15702088026,57324383157,5200949100
Argentina,1983,7937333733,72281954180,10079985310,18010176871,94170330406,16309546378,62202762444,5036024782
Argentina,1984,6957667288,77815658213,10929462940,18194135657,99524448684,16475880612,66886195273,4338019223
Argentina,1985,10326648488,74446327655,11070505758,15386293658,95529910653,13933257894,63375821897,5491842096
Argentina,1986,8625553401,93772641074,12934411888,18345736004,1.15E+11,16613217301,80838239790,6649225282
Argentina,1987,8551319429,95715366099,13124908770,21115018977,1.18E+11,19120986741,82590457329,8186379538
Argentina,1988,12072681226,1.09E+11,14457929045,23471415602,1.38E+11,21254854722,94225877727,7827838286
Argentina,1989,9988417613,65606374016,9544126253,11797904830,83044458652,10683750282,56062247762,5006979617
Argentina,1990,14617831058,1.25E+11,17220041379,19634451991,1.53E+11,17780240234,1.07E+11,6501013633
Argentina,1991,14533298267,1.74E+11,22719634362,27555371158,2.06E+11,24953134376,1.52E+11,11450617598
Argentina,1992,15067701961,2.13E+11,26747574612,37919636371,2.48E+11,34338633163,1.86E+11,18477790309
Argentina,1993,16445393071,2.16E+11,34614486795,44771356736,2.57E+11,40543300049,1.82E+11,21913010324
Argentina,1994,19486486056,2.37E+11,36773357166,50988811270,2.79E+11,46173599042,2.00E+11,27144848721
Argentina,1995,25117852740,2.34E+11,37284906660,45942441039,2.80E+11,41603791081,1.96E+11,25881242688
Argentina,1996,28542235274,2.44E+11,36830785033,48850568327,2.95E+11,44237284588,2.07E+11,29969519719
Argentina,1997,31108725808,2.64E+11,38245800753,56321270043,3.18E+11,51002478303,2.25E+11,37197759003
Argentina,1998,31318743202,2.70E+11,40441740703,59168819144,3.24E+11,53581114422,2.29E+11,38444123588
Argentina,1999,28024749133,2.63E+11,42125924071,50708468767,3.07E+11,45919731145,2.21E+11,32573603223
Argentina,2000,31330712583,2.61E+11,42414710821,45690848314,3.08E+11,41375957929,2.19E+11,32689132550
Argentina,2001,31157609167,2.47E+11,41182887490,37826234752,2.91E+11,34254052080,2.06E+11,27276056620
Argentina,2002,28405565920,83612283689,13510729342,12111466745,1.11E+11,10967700469,70101554347,12979481259
Argentina,2003,32534027341,1.07E+11,16041002869,19467480379,1.40E+11,17629036861,90899891409,18289307186
Argentina,2004,39574587979,1.25E+11,18444488510,29125938324,1.66E+11,26375382449,1.07E+11,27953942852
Argentina,2005,46636390698,1.51E+11,24359269857,37896948571,2.01E+11,34813150073,1.26E+11,34749802677
Argentina,2006,53972553663,1.77E+11,29133460104,43785424593,2.34E+11,42966694783,1.48E+11,40799978809
Argentina,2007,65666484494,2.19E+11,37637233981,58238214131,2.90E+11,56548843007,1.81E+11,52974253054
Argentina,2008,80664441674,2.80E+11,49850174566,71566754355,3.66E+11,69509584615,2.31E+11,67065661535
Argentina,2009,65795209938,2.65E+11,53494250024,53996150742,3.36E+11,52410688065,2.12E+11,48759134229
Argentina,2010,80750377757,3.39E+11,64671351455,75511876947,4.26E+11,70973762144,2.74E+11,68396599652
Argentina,2011,97809990815,4.24E+11,83176285797,97540934324,5.30E+11,91443191682,3.40E+11,88838318615
Argentina,2012,94411933130,4.74E+11,96781719603,95947649517,5.81E+11,92200553466,3.77E+11,83078818268
Argentina,2013,89649467131,5.08E+11,1.03E+11,1.06E+11,6.13E+11,99906182876,4.05E+11,90260220885
Argentina,2014,81686287273,4.67E+11,96114295001,97889191837,5.67E+11,90614352815,3.71E+11,79394477379
Argentina,2015,69041092707,5.42E+11,1.17E+11,1.10E+11,6.45E+11,1.00E+11,4.25E+11,75973299013
Argentina,2016,69842603992,4.65E+11,98429978880,98478203613,5.58E+11,79573034803,3.66E+11,75639253620
Argentina,2017,72256474803,5.40E+11,1.14E+11,1.04E+11,6.43E+11,96695361110,4.26E+11,89852768903
Argentina,2018,74667478092,4.21E+11,83864559740,84181166862,5.18E+11,74624483146,3.37E+11,84846732239
Armenia,1990,805989018.3,1540370156,387780694.3,1085557165,2301747236,1020583880,1152589462,1066568494
Armenia,1991,854169469.7,1594151491,385185308.4,833910406.4,2101680494,596853054.7,1208966183,1260403156
Armenia,1992,494407020.5,1404095922,221742549.5,20236659.83,1251990701,211914458.6,1182353372,760686234.8
Armenia,1993,414005201.5,1292193279,206525142.2,114110539,1168729484,143974646.7,1085668137,702243573.1
Armenia,1994,554666457.3,1293198619,121401841.6,293907022.5,1257276100,254804419.2,1171796778,901471519.5
Armenia,1995,368283961.7,1568735672,131289799.6,252007918.4,1372097033,221977666.6,1437445873,836912510.7
Armenia,1996,443969838.9,1849691444,163856101.5,339643590.9,1703037605,305033055.5,1685835342,935249236.2
Armenia,1997,397408529.2,1950990161,167911011.2,332126801,1747514993,283591608.2,1783079150,998837462.8
Armenia,1998,430135359,2181933333,191041105.6,384928946.2,2017852886,327701304.6,1990892227,1045788148
Armenia,1999,458269992.8,2070057818,200767040.1,360050167.9,1968057835,323627234.8,1869290778,961352391.8
Armenia,2000,534524623.1,2157653620,206217376.8,378861621.3,2038534803,376368564.4,1951436244,1010596034
Armenia,2001,645403977.2,2301535414,218407961.6,444951287.4,2259108208,400254526.6,2083127452,1022570895
Armenia,2002,834512575.7,2441679871,216801533.1,547354940.3,2534163311,535294170,2224878338,1157961639
Armenia,2003,1079683730,2719161628,261750367.7,723893173.7,2993550393,689443239.8,2457411260,1469117365
Armenia,2004,1272210978,3433139082,332385642.3,945923627,3814176694,911555173.4,3100753440,1694798856
Armenia,2005,1688853247,4361428793,472338072.7,1587160256,5225971850,1559398396,3889090720,2215876190
Armenia,2006,1784021136,5437465826,588503667.7,2436999884,6808524718,2422759106,4848962158,2621144845
Armenia,2007,2112923277,7787709183,855589030.9,3697769746,9817806812,3631649196,6932120152,3770087104
Armenia,2008,2099181171,9863473687,1089779720,5067043075,12436664185,4952375800,8773693966,4959319157
Armenia,2009,1600850688,8359467955,1053611860,3187322699,9222356746,3362720247,7305856095,3890011009
Armenia,2010,2307480043,9087096198,1105741948,3235766876,9875377779,3306209344,7981354250,4389477669
Armenia,2011,2882303395,10116337277,1197762589,2941347106,10815777611,2826639708,8918574689,5023548587
Armenia,2012,2927398601,10414813059,1158564053,2689651551,10619320693,2506036034,9256249006,5139753500
Armenia,2013,3153950166,11021995097,1327354057,2476030869,11121464430,2359141977,9694641040,5360219918
Armenia,2014,3316273560,11334720594,1403108761,2423122021,11609513241,2321328836,9931611833,5461875003
