Country or Area,Year,"Agriculture, hunting, forestry, fishing (ISIC A-B)",Construction (ISIC F),Manufacturing (ISIC D),"Mining, Manufacturing, Utilities (ISIC C-E)",Other Activities (ISIC J-P),Total Value Added,"Transport, storage and communication (ISIC I)","Wholesale, retail trade, restaurants and hotels (ISIC G-H)"
Anguilla,1989,2558504.815,7650695.556,1102361.852,2304897.407,18312075.93,59844456.67,5901766.667,23116516.67
Anguilla,1990,3127584.074,9443827.407,1252065.556,2616985.185,21158820,67090584.07,6204841.481,24538526.67
Anguilla,1991,2412707.778,8360235.926,1456206.667,3025331.111,23151273.7,69360512.96,7052631.481,25358332.96
Anguilla,1992,3179318.519,9551800.741,1565081.852,3877922.222,23100186.67,73383975.56,7638302.963,26036444.44
Anguilla,1993,2840692.963,8271543.333,1633128.889,4641428.519,25688033.33,81010724.07,8760498.889,30808527.41
Anguilla,1994,3372147.037,8271543.333,1728394.815,4828565.926,28204856.67,90825519.63,9874503.333,36273903.7
Anguilla,1995,3024115.185,8934809.259,1810051.111,4263044.815,28817898.15,90903211.85,9817164.815,36046179.63
Anguilla,1996,3320412.593,10296046.67,2150286.296,5375996.296,35394467.04,99326698.52,10386454.07,34553322.22
Anguilla,1997,3466209.63,11032580.37,2231942.593,6249650.37,35656856.67,108308284.1,12663610.37,39239376.3
Anguilla,1998,3734288.148,11946499.26,2558568.519,7084761.852,37691873.33,115685030,13265664.07,41961942.96
Anguilla,1999,3306302.963,15220410.74,4286963.333,9635898.148,42031297.41,129028520,14043829.26,44790781.48
Anguilla,2000,3057037.037,14198518.52,4436666.667,8986296.296,49761481.48,134403703.7,15006296.3,43394074.07
Anguilla,2001,2968518.519,12921481.48,4744814.815,10571111.11,50440000,139835925.9,15332592.59,47602222.22
Anguilla,2002,3328518.519,10021481.48,4380740.741,12165925.93,51167777.78,140390740.7,15816666.67,47890370.37
Anguilla,2003,3452222.222,11238888.89,4559629.63,12268518.52,55927407.41,152328518.5,15461851.85,53979629.63
Anguilla,2004,4062962.963,16286666.67,4024444.444,12802222.22,63607037.04,173607037,16888518.52,59959629.63
Anguilla,2005,5347738.148,21677100.74,6018297.037,17020800,69972745.19,200200694.4,22750839.26,63431471.11
Anguilla,2006,5443602.963,31821611.48,7445514.074,20794009.63,82826565.93,237363887.8,24984684.44,71493413.33
Anguilla,2007,5889556.667,56174640,8652556.667,24019189.26,98277632.96,306743273.3,31126968.15,91255286.3
Anguilla,2008,6641074.444,66984130,9420807.407,23995853.33,116103529.3,311840485.2,33054914.44,65060983.7
Anguilla,2009,5287506.296,28039407.78,8877866.667,23879235.56,113546691.9,256969791.9,28365661.85,57851288.52
Anguilla,2010,4869082.222,18851903.33,6546483.333,19368808.89,116353112.2,242380523,21400052.22,61537564.07
Anguilla,2011,6196581.481,13351377.41,5205981.852,18905629.63,118591633.7,247918588.1,21370323.33,69503042.59
Anguilla,2012,6330702.222,14954079.63,5520236.296,17720328.15,120974575.6,249375715.9,20383232.96,69012797.41
Anguilla,2013,5787441.111,16100785.56,5375742.593,17796097.04,114336817.4,249426393,23563338.52,71841913.33
Anguilla,2014,6195777.037,22890112.22,6110344.815,18949154.81,125757662.6,277880214.1,27384473.7,76703033.7
Anguilla,2015,6542508.519,24600768.52,6615132.222,19959157.78,129288925.2,290379231.9,29154560.74,80833311.11
Anguilla,2016,8462921.481,18375436.3,5641575.926,19404338.15,120246875.2,278843478.9,29518145.56,82835762.22
Anguilla,2017,5789046.296,17432982.59,5098310.37,8977898.519,112223274.4,240149145.6,25582638.89,70143304.81
Anguilla,2018,9285327.407,21670401.11,5927039.63,16733457.41,119290827.4,263627079.3,27806645.93,68840420
Antigua and Barbuda,1970,1364756.999,1818263.999,2200280.999,2779003.499,12204647.99,30432890.48,4465189.998,7801027.996
Antigua and Barbuda,1971,1659949.497,2174832.296,2619672.606,3338046.999,15006177.11,36953278.44,5398964.106,9375308.438
Antigua and Barbuda,1972,2355660.996,2899287.644,3566160.372,4543392.638,20395103.13,50829133.73,7391022.484,13244666.84
Antigua and Barbuda,1973,3040443.3,4452930.453,5331310.457,6623161.799,27814058.27,70279349.79,10447927.23,17900828.74
Antigua and Barbuda,1974,3377548.967,4201828.767,4986464.249,6536228.41,31517236.3,74811823.23,10790559.76,18388421.03
Antigua and Barbuda,1975,3933665.957,4020777.84,5290536.939,6737137.56,30106869.98,77806535.75,11154277.58,21853806.84
Antigua and Barbuda,1976,3706419.897,3855695.667,2017199.234,3206266.691,24910413.27,65040654.01,10131410.68,19230447.81
Antigua and Barbuda,1977,3819788.889,3913354.444,2642901.481,4378695.556,27770217.41,75070310.74,11595082.59,23593171.85
Antigua and Barbuda,1978,3995411.481,4236475.185,3332354.074,4407592.963,30818762.22,84422841.48,13527596.3,27437003.33
Antigua and Barbuda,1979,3929552.963,6282908.148,4098412.222,5693038.519,34853913.7,104410536.7,18128819.63,35522303.7
Antigua and Barbuda,1980,4017364.074,8329341.111,5247500,7814429.259,40695628.52,124003094.1,19141088.89,44005242.22
Antigua and Barbuda,1981,4302750.741,9944946.296,5592225.926,8530900.741,47486135.19,139297608.1,22177895.93,46854979.26
Antigua and Barbuda,1982,4324703.333,7324075.926,6434890.37,8835945.926,56540883.7,154369290.4,26180960.37,51162721.11
Antigua and Barbuda,1983,4785712.593,7359978.148,6741313.704,10048795.19,65218127.04,172432208.9,29217767.78,55801828.15
Antigua and Barbuda,1984,4236892.222,9801337.037,7392463.333,11448143.33,74054432.96,199629346.7,32622672.96,67465868.15
Antigua and Barbuda,1985,5093051.852,12817132.96,7775492.593,13450504.81,81419287.04,230888120.4,37453957.41,80654186.3
Antigua and Barbuda,1986,5400391.111,18166580.37,8235127.407,15716535.56,91719636.3,260218624.8,40674813.7,88540667.78
Antigua and Barbuda,1987,6432173.333,26244605.56,8809671.111,17882188.89,98078281.11,298694232.2,46472354.81,103584628.5
Antigua and Barbuda,1988,7046851.852,35507407.41,9231003.333,21243963.7,113133360.4,349789101.1,50981553.7,121875964.1
Antigua and Barbuda,1989,7487162.593,41559259.26,10257521.48,25364851.11,125223784.8,388215087.4,58410012.96,130170016.7
Antigua and Barbuda,1990,8181943.333,37403703.7,11571311.48,26509416.3,133838547,405177813.3,62147737.78,137096465.2
Antigua and Barbuda,1991,8575842.222,40537037.04,10935482.96,29619436.3,138177462.6,427073503.7,67480442.96,142683282.6
Antigua and Barbuda,1992,9000441.111,38677777.78,10280503.33,28637499.26,148156183,441982130.4,67540674.44,149969554.8
Antigua and Barbuda,1993,9341055.926,36744444.44,9767244.074,31263356.67,159519564.4,474537073.3,74921127.78,162747524.1
Antigua and Barbuda,1994,9292607.037,39362962.96,9962588.889,34466475.19,168147411.5,520553642.2,83594085.93,185690099.6
Antigua and Barbuda,1995,9485029.259,42977777.78,9889813.333,30313096.3,171355448.5,508086280,80015148.52,173939779.6
Antigua and Barbuda,1996,10237521.11,49096296.3,10288163.7,28517879.26,187220615.2,554748197.8,89114234.44,190561651.5
Antigua and Barbuda,1997,11699680.74,54085185.19,11176791.48,31079236.67,200420947.4,600680958.9,100674854.4,202721054.4
Antigua and Barbuda,1998,12131112.96,61655555.56,12145855.19,30482878.15,225603758.9,646046878.1,107345555.6,208828017
Antigua and Barbuda,1999,12777409.63,67918518.52,12942555.93,35608902.22,231009411.1,684465271.5,117291218.9,219859811.1
Antigua and Barbuda,2000,13196296.3,73400000,13481481.48,41388888.89,288804164.4,761681942.2,119614814.8,225277777.8
Antigua and Barbuda,2001,12914814.81,54255555.56,13929629.63,48866666.67,275897658.1,723182843.3,106074074.1,225174074.1
Antigua and Barbuda,2002,14096296.3,59085185.19,14800000,47159259.26,276570860.4,731019008.5,105074074.1,229033333.3
Antigua and Barbuda,2003,14970370.37,64900000,16311111.11,48003703.7,285522015.9,765710904.8,108951851.9,243362963
Antigua and Barbuda,2004,14803703.7,70359259.26,17066666.67,49696296.3,306635863,807806233.3,104207407.4,262103703.7
Antigua and Barbuda,2005,17966666.67,94355555.56,18325925.93,54162962.96,343533718.1,909307792.2,129488888.9,269800000
Antigua and Barbuda,2006,19125925.93,148862963,21044444.44,64751851.85,376743206.7,1023165429,123933333.3,289748148.1
Antigua and Barbuda,2007,21081481.48,167807407.4,22244444.44,65088888.89,418275599.6,1141945970,152811111.1,316881481.5
Antigua and Barbuda,2008,21200000,184007407.4,21762962.96,78140740.74,427655514.1,1204977736,156474074.1,337500000
Antigua and Barbuda,2009,18322222.22,167870370.4,25318518.52,71174074.07,424074074.1,1097755556,141885185.2,274429629.6
Antigua and Barbuda,2010,18762962.96,109803703.7,24770370.37,76333333.33,419011111.1,1016888889,124429629.6,268548148.1
Antigua and Barbuda,2011,21992592.59,83462962.96,25555555.56,81844444.44,433162963,1007311111,119181481.5,267666666.7
Antigua and Barbuda,2012,22785185.19,96455555.56,25318518.52,74962962.96,449311111.1,1053555556,124033333.3,286007407.4
Antigua and Barbuda,2013,23837037.04,101296296.3,32362962.96,83981481.48,437070370.4,1047333333,116892592.6,284255555.6
Antigua and Barbuda,2014,20692592.59,112322222.2,34429629.63,89992592.59,462059259.3,1102659259,117077777.8,300514814.8
Antigua and Barbuda,2015,21551851.85,117340740.7,35862962.96,102651851.9,485203703.7,1175637037,140355555.6,308533333.3
Antigua and Barbuda,2016,22522222.22,141981481.5,39181481.48,115718518.5,507222222.2,1264725926,151262963,326018518.5
Antigua and Barbuda,2017,26329629.63,173144444.4,36562962.96,109011111.1,524670370.4,1297751852,142485185.2,322111111.1
Antigua and Barbuda,2018,27877777.78,230459259.3,39607407.41,110159259.3,568703703.7,1428585185,152511111.1,338874074.1
Argentina,1970,2651076924,1915516484,10242461541,11249142860,7871472530,30584175832,1392791209,5504175826
Argentina,1971,3740434944,2373018799,12296129748,13424032439,9196387765,36525248810,1479321784,6311831922
Argentina,1972,3643128768,2136779374,11771640756,12781841756,8186007202,34365746890,1373706926,6244282865
Argentina,1973,4371044673,2127572881,12318315839,13518283500,11046739206,38765785227,1448405258,6253656925
Argentina,1974,4222655006,2669603869,13915297429,15298844516,13041077742,44064327244,1626491570,7205654540
Argentina,1975,2940484892,3947522505,16766627737,18072121565,13254933953,47793775835,1726367761,7852320562
Argentina,1976,3849004668,3854198363,18086102674,19779458551,11235976430,49804885793,1851120519,9235127261
Argentina,1977,4327695740,4239716444,19173295522,20923323020,14437374884,56187802844,2210027575,10049665182
Argentina,1978,4142613849,4530723761,18453189055,20555671416,16186259259,58177840117,2310416751,10452155081
Argentina,1979,4998838385,5011317990,20518855287,22737435498,19443437969,67427308321,2538421094,12697857738
Argentina,1980,4499890203,5619950209,20455832755,23187207157,25270125766,75535274841,2692074051,14305327805
Argentina,1981,4755190666,5288190060,20672015687,24058129481,27266576809,78821204406,2968075053,14505944274
Argentina,1982,7240897334,4917929255,23174547051,25600431437,24596997441,80267368517,2576583264,15334529785
Argentina,1983,7068369482,5395514102,24515901920,28117143719,27504504083,87313845358,2701328137,16527779409
Argentina,1984,7201158356,5090205747,25100364441,28821818298,29594208659,91490056229,3145063937,17637717345
Argentina,1985,6322720332,4345398623,24038872799,27979774314,30085159910,85725537504,345807390.7,16646693552
Argentina,1986,7759018343,5461067939,26707045893,31506693837,37818221021,1.06E+11,3937343921,19764967242
Argentina,1987,8274888678,6054745181,27525437614,32365407799,39071317035,1.09E+11,3857965970,19190417378
Argentina,1988,10703077417,6912047986,32686117703,38666774317,42618539911,1.27E+11,5058023779,22549959560
Argentina,1989,6923121537,4092002014,21818885685,26277887802,22368687559,77127348415,2581642678,14884006826
Argentina,1990,10788017640,5422326607,34837795022,42412835625,53832693857,1.44E+11,5879840003,25271324322
Argentina,1991,12237030183,7620670452,42561751394,50430962421,80029197874,1.93E+11,7845481470,34529908475
Argentina,1992,12876827630,10544727319,46007789214,55066201129,1.03E+11,2.32E+11,9385214940,40415184323
Argentina,1993,11426306076,11567461401,35831743460,45048156011,93935363080,2.20E+11,12813981260,45087839738
Argentina,1994,12305857368,12359559730,38305804994,48160495819,1.03E+11,2.39E+11,14494442836,49105426810
Argentina,1995,12976642867,11576279905,40951633269,52328416891,1.06E+11,2.46E+11,15125619691,47235130326
Argentina,1996,14351317069,11674665337,43919803049,56534173126,1.08E+11,2.58E+11,16270954506,51071815811
Argentina,1997,14375326555,13017543115,49135419189,61823209409,1.13E+11,2.76E+11,18218802010,56331957359
Argentina,1998,14760629547,14153819839,49084058181,60806007780,1.16E+11,2.83E+11,19360617536,57609701178
Argentina,1999,11880529635,13265786686,44264186590,56750344808,1.18E+11,2.71E+11,18641943310,52326142124
Argentina,2000,12502353580,11487795409,43148161599,58700532143,1.19E+11,2.71E+11,19159227139,50351755728
Argentina,2001,11539020901,10010703861,39801991952,54585084123,1.19E+11,2.59E+11,18155815420,46031989168
Argentina,2002,9785165908,2221588512,19101911395,27576721038,37339167700,98016278984,5987099337,15106536489
Argentina,2003,12575393801,3429875839,26810191792,36753294208,41115152911,1.22E+11,8198891807,19527400846
Argentina,2004,13867531258,5095352582,31405631423,42695233854,46346230617,1.41E+11,10183991868,22894457977
Argentina,2005,15926903947,7052492391,36794947014,50378250326,56726087670,1.71E+11,12508448561,28039439303
Argentina,2006,16256373496,9305791500,41903981664,59144136118,66606853833,1.99E+11,14589670798,33067170696
Argentina,2007,21593578808,12721219429,49395762965,66715837143,83307772946,2.44E+11,17955253082,42189908473
Argentina,2008,26761345914,16737519153,60471605622,79326253237,1.08E+11,3.07E+11,22230341748,53674825315
Argentina,2009,17738327702,14290044028,52417498112,70755752901,1.11E+11,2.82E+11,20901912186,47254651682
Argentina,2010,30417797999,18599993245,67576340411,89125513682,1.33E+11,3.58E+11,25481299843,61136869866
Argentina,2011,37104359350,25714462820,84033773596,1.08E+11,1.68E+11,4.45E+11,30444202717,76720382664
Argentina,2012,33616847632,28226991950,88475183165,1.14E+11,1.95E+11,4.88E+11,33334958800,83645075437
Argentina,2013,37123518897,29924656907,92065201620,1.17E+11,2.08E+11,5.15E+11,34258993861,87942288707
Argentina,2014,38064395029,26288604650,83769062238,1.11E+11,1.89E+11,4.76E+11,31311025130,79981974913
Argentina,2015,33255632427,29495525231,91457498476,1.20E+11,2.24E+11,5.43E+11,34613600374,1.01E+11
Argentina,2016,34926978992,21371629444,75200103763,1.02E+11,1.97E+11,4.71E+11,29832538803,86288758312
Argentina,2017,35209321324,27827041919,82603452462,1.13E+11,2.31E+11,5.42E+11,36198524527,99254769802
Argentina,2018,31835450070,21097692553,66118043758,98412646822,1.81E+11,4.40E+11,30294863553,77590041139
Armenia,1990,367648127.3,405854248.8,710130545.8,733008462.8,328984447.4,2122384366,166780015.4,120109064.6
Armenia,1991,495163080.9,236399589.9,749190686.9,774448739.9,286652591.2,2003147777,107741382.4,102742392.7
Armenia,1992,354351720,71398779.04,381874378,436619446.9,190236612.3,1177989780,92255949.7,33127272.02
Armenia,1993,570830812.9,45382538.18,256813789.6,289161777.8,123133615.1,1123792209,65649523.45,29633941.15
Armenia,1994,511910310.1,78674508.12,276296621.5,299848794.6,162690737.9,1168015479,53447540.41,61443587.47
Armenia,1995,523028564.4,83930934.6,250999193.7,285214553.7,212514132,1298881417,60356191.58,133837040.6
Armenia,1996,555145690.3,117329820.4,301633506,365876757.7,272846649.9,1581073876,105193326.8,164681630.7
Armenia,1997,481740061.3,132230582.8,297171630.7,380658833.6,306382162.2,1595144223,133357658.7,160774924.7
Armenia,1998,583129367,151405699.5,304121059.5,419002458.3,346393460.8,1819117917,141006297.8,178180633.9
Armenia,1999,497202992,152915649.1,315471075.3,447224448.5,369986816.7,1798848817,151244343.5,180274567.5
Armenia,2000,443593468.3,196667207.3,322634231.7,492995554.8,369899775.9,1846758322,149395424.5,194206890.9
Armenia,2001,542296323,206394923.9,332927129.1,502754900.8,382838364.5,2029562618,160707769.3,234570336.9
Armenia,2002,557446185.2,301682107.9,360132839.7,548693110.2,416828400.6,2256495020,157815616.2,274029600.2
Armenia,2003,604134880.8,442953462.5,430792257.3,644436182.4,476157628.3,2676961675,178956078.7,330323442.5
Armenia,2004,808814399.7,559480408.8,486337600.4,807645713.9,608515655.4,3443619540,230753825.1,428409537.2
Armenia,2005,934771421.7,967895080.2,665391354.6,1088198449,812315714,4698173961,316544821.3,578448474.9
Armenia,2006,1193585468,1520291504,694268546.8,1119206427,1125835092,6142645655,437297010.5,746430154.1
Armenia,2007,1678308033,2273144079,864782477.5,1404900290,1686264837,8774575566,690478751,1041479576
Armenia,2008,1899826937,2969761819,1033690257,1579176696,2311372660,11020418943,856820423.2,1403460408
Armenia,2009,1460929077,1618769030,753620104.6,1182399670,2214606466,8308985498,673151704.2,1159129551
Armenia,2010,1574781324,1614365641,907097530.2,1453500672,2249148203,8831429180,669055826.8,1270577513
Armenia,2011,2062220432,1326540360,1084145960,1756316895,2694937969,9887471687,679314322.8,1368141709
Armenia,2012,1902205141,1247208387,1000845333,1707840030,2792398941,9710169743,689020212.8,1371497032
Armenia,2013,2050215597,1163413191,1076844170,1807024098,2978598885,10108695821,661903946.4,1447540105
